# source: http://www.linguistics.ucla.edu/people/hayes/ShakespeareAndMilton/
# author: shakespeare
# title: sonnets
# coder: bruce hayes
1	syllables	From fairest creatures we desire increase,	From	fai	rest	crea	tures	we	de	sire	in	crease,	
1349	syllables	And yet this time removed was summer's time;	And	yet	this	time	re	moved	was	sum	mer's	time;	
1349	stress	And yet this time removed was summer's time;	1	1	1	4	1	3	1	4	1	3	
1349	juncture	And yet this time removed was summer's time;	2	2	2	4	1	4	2	1	4	5	
1349	comment	And yet this time removed was summer's time;	contrast										
1350	syllables	The teeming autumn, big with rich increase,	The	tee	ming	au	tumn,	big	with	rich	in	crease,	
1350	stress	The teeming autumn, big with rich increase,	1	3	1	4	1	3	1	3	1	4	
1350	juncture	The teeming autumn, big with rich increase,	2	1	3	1	4	3	2	3	1	5	
1350	comment	The teeming autumn, big with rich increase,											
1351	syllables	Bearing the wanton burden of the prime,	Bea	ring	the	wan	ton	bur	den	of	the	prime,	
1351	stress	Bearing the wanton burden of the prime,	3	1	1	3	1	3	1	1	1	4	
1351	juncture	Bearing the wanton burden of the prime,	1	3	2	1	3	1	3	2	2	5	
1351	comment	Bearing the wanton burden of the prime,											
1352	syllables	Like widow'd wombs after their lords' decease:	Like	wi	dow'd	wombs	af	ter	their	lords'	de	cease:	
1352	stress	Like widow'd wombs after their lords' decease:	1	3	1	4	2	1	1	3	1	4	
1352	juncture	Like widow'd wombs after their lords' decease:	2	1	3	4	1	2	2	4	1	5	
1352	comment	Like widow'd wombs after their lords' decease:											
1353	syllables	Yet this abundant issue seem'd to me	Yet	this	a	bun	dant	is	sue	seem'd	to	me	
1353	stress	Yet this abundant issue seem'd to me	1	1	1	3	1	4	1	3	1	1	
1353	juncture	Yet this abundant issue seem'd to me	2	2	1	1	3	1	4	3	2	4	
1353	comment	Yet this abundant issue seem'd to me											
1354	syllables	But hope of orphans, and unfather'd fruit;	But	hope	of	orp	hans,	and	un	fa	ther'd	fruit;	
1354	stress	But hope of orphans, and unfather'd fruit;	1	3	1	4	1	1	1	3	1	4	
1354	juncture	But hope of orphans, and unfather'd fruit;	2	3	2	1	5	2	1	1	3	5	
1354	comment	But hope of orphans, and unfather'd fruit;											
1355	syllables	For summer and his pleasures wait on thee,	For	sum	mer	and	his	plea	sures	wait	on	thee,	
1355	stress	For summer and his pleasures wait on thee,	1	3	1	1	1	3	1	3	1	4	
1355	juncture	For summer and his pleasures wait on thee,	2	1	4	2	2	1	4	3	2	5	
1355	comment	For summer and his pleasures wait on thee,											
1356	syllables	And, thou away, the very birds are mute:	And,	thou	a	way,	the	ve	ry	birds	are	mute:	
1356	stress	And, thou away, the very birds are mute:	1	2	1	4	1	3	1	3	1	4	
1356	juncture	And, thou away, the very birds are mute:	2	3	1	5	2	1	3	4	2	5	
1356	comment	And, thou away, the very birds are mute:											
1357	syllables	Or, if they sing, 'tis with so dull a cheer,	Or,	if	they	sing,	'tis	with	so	dull	a	cheer,	
1357	stress	Or, if they sing, 'tis with so dull a cheer,	1	1	1	4	1	1	1	3	1	4	
1357	juncture	Or, if they sing, 'tis with so dull a cheer,	2	2	2	5	2	2	2	3	2	5	
1357	comment	Or, if they sing, 'tis with so dull a cheer,											
1358	syllables	That leaves look pale, dreading the winter's near.	That	leaves	look	pale,	drea	ding	the	win	ter's	near.	
1358	stress	That leaves look pale, dreading the winter's near.	1	3	2	4	3	1	1	3	1	4	
1358	juncture	That leaves look pale, dreading the winter's near.	2	4	3	5	1	3	2	1	3	5	
1358	comment	That leaves look pale, dreading the winter's near.											
1359	syllables	From you have I been absent in the spring,	From	you	have	I	been	ab	sent	in	the	spring,	
1359	stress	From you have I been absent in the spring,	1	2	1	1	1	3	1	1	1	4	
1359	juncture	From you have I been absent in the spring,	2	3	2	2	2	1	4	2	2	5	
1359	comment	From you have I been absent in the spring,	poem initial										
1360	syllables	When proud-pied April, dress'd in all his trim,	When	proud-	pied	A	pril,	dress'd	in	all	his	trim,	
1360	stress	When proud-pied April, dress'd in all his trim,	1	3	2	4	1	3	1	2	1	4	
1360	juncture	When proud-pied April, dress'd in all his trim,	2	2	3	1	5	3	2	2	2	5	
1360	comment	When proud-pied April, dress'd in all his trim,											
1361	syllables	Hath put a spirit of youth in every thing,	Hath	put	a	spi rit	of	youth	in	e	very	thing,	
1361	stress	Hath put a spirit of youth in every thing,	1	3	1	3	1	4	1	4	1	2	
1361	juncture	Hath put a spirit of youth in every thing,	2	3	2	3	2	4	2	1	2	5	
1361	comment	Hath put a spirit of youth in every thing,											
1362	syllables	That heavy Saturn laugh'd and leap'd with him.	That	hea	vy	Sa	turn	laugh'd	and	leap'd	with	him.	
1362	stress	That heavy Saturn laugh'd and leap'd with him.	1	3	1	4	1	3	1	3	1	1	
1362	juncture	That heavy Saturn laugh'd and leap'd with him.	2	1	3	1	4	4	2	3	2	5	
1362	comment	That heavy Saturn laugh'd and leap'd with him.											
1363	syllables	Yet nor the lays of birds, nor the sweet smell	Yet	nor	the	lays	of	birds,	nor	the	sweet	smell	
1363	stress	Yet nor the lays of birds, nor the sweet smell	1	1	1	3	1	4	1	1	3	4	
1363	juncture	Yet nor the lays of birds, nor the sweet smell	2	2	2	3	2	5	2	2	3	3	
1363	comment	Yet nor the lays of birds, nor the sweet smell											
1364	syllables	Of different flowers in odour and in hue,	Of	dif	ferent	flo wers	in	o	dour	and	in	hue,	
1364	stress	Of different flowers in odour and in hue,	1	3	1	4	1	3	1	1	1	4	
1364	juncture	Of different flowers in odour and in hue,	2	1	3	3	2	1	4	2	2	4	
1364	comment	Of different flowers in odour and in hue,											
1365	syllables	Could make me any summer's story tell,	Could	make	me	a	ny	sum	mer's	sto	ry	tell,	
1365	stress	Could make me any summer's story tell,	1	3	1	2	1	3	1	4	1	3	
1365	juncture	Could make me any summer's story tell,	2	2	3	1	2	1	4	1	4	5	
1365	comment	Could make me any summer's story tell,											
1366	syllables	Or from their proud lap pluck them where they grew:	Or	from	their	proud	lap	pluck	them	where	they	grew:	
1366	stress	Or from their proud lap pluck them where they grew:	1	1	1	3	4	3	1	1	1	4	
1366	juncture	Or from their proud lap pluck them where they grew:	2	2	2	3	4	2	3	2	2	5	
1366	comment	Or from their proud lap pluck them where they grew:											
1367	syllables	Nor did I wonder at the lily's white,	Nor	did	I	won	der	at	the	li	ly's	white,	
1367	stress	Nor did I wonder at the lily's white,	1	1	1	3	1	1	1	3	1	4	
1367	juncture	Nor did I wonder at the lily's white,	2	2	2	1	3	2	2	1	4	5	
1367	comment	Nor did I wonder at the lily's white,											
1368	syllables	Nor praise the deep vermilion in the rose;	Nor	praise	the	deep	ver	mi	lion	in	the	rose;	
1368	stress	Nor praise the deep vermilion in the rose;	1	3	1	3	1	4	1	1	1	4	
1368	juncture	Nor praise the deep vermilion in the rose;	2	3	2	3	1	1	3	2	2	5	
1368	comment	Nor praise the deep vermilion in the rose;											
1369	syllables	They were but sweet, but figures of delight,	They	were	but	sweet,	but	fi	gures	of	de	light,	
1369	stress	They were but sweet, but figures of delight,	1	1	1	4	1	3	1	1	1	4	
1369	juncture	They were but sweet, but figures of delight,	2	2	2	5	2	1	3	2	1	5	
1369	comment	They were but sweet, but figures of delight,											
1370	syllables	Drawn after you, you pattern of all those.	Drawn	af	ter	you,	you	pat	tern	of	all	those.	
1370	stress	Drawn after you, you pattern of all those.	3	2	1	4	1	3	1	1	1	4	
1370	juncture	Drawn after you, you pattern of all those.	3	1	2	5	2	1	3	2	2	5	
1370	comment	Drawn after you, you pattern of all those.											
1371	syllables	Yet seem'd it winter still, and you away,	Yet	seem'd	it	win	ter	still,	and	you	a	way,	
1371	stress	Yet seem'd it winter still, and you away,	1	3	1	3	1	4	1	1	1	4	
1371	juncture	Yet seem'd it winter still, and you away,	2	2	2	1	4	5	2	2	1	5	
1371	comment	Yet seem'd it winter still, and you away,											
1372	syllables	As with your shadow I with these did play.	As	with	your	sha	dow	I	with	these	did	play.	
1372	stress	As with your shadow I with these did play.	1	1	1	3	1	1	1	3	1	4	
1372	juncture	As with your shadow I with these did play.	2	2	2	1	4	2	2	4	2	5	
1372	comment	As with your shadow I with these did play.											
1373	syllables	The forward violet thus did I chide:	The	for	ward	vi	o	let	thus	did	I	chide:	
1373	stress	The forward violet thus did I chide:	1	3	1	4	1	1	2	1	1	4	
1373	juncture	The forward violet thus did I chide:	2	1	3	1	1	4	3	2	2	5	
1373	comment	The forward violet thus did I chide:	poem initial										
1374	syllables	Sweet thief, whence didst thou steal thy sweet that smells,	Sweet	thief,	whence	didst	thou	steal	thy	sweet	that	smells,	
1374	stress	Sweet thief, whence didst thou steal thy sweet that smells,	3	4	2	1	1	3	1	3	1	4	
1374	juncture	Sweet thief, whence didst thou steal thy sweet that smells,	3	5	2	2	2	3	2	3	2	5	
1374	comment	Sweet thief, whence didst thou steal thy sweet that smells,											
1375	syllables	If not from my love's breath? The purple pride	If	not	from	my	love's	breath?	The	pur	ple	pride	
1375	stress	If not from my love's breath? The purple pride	1	1	1	1	3	4	1	3	1	4	
1375	juncture	If not from my love's breath? The purple pride	2	2	2	2	4	5	2	1	3	3	
1375	comment	If not from my love's breath? The purple pride											
1376	syllables	Which on thy soft cheek for complexion dwells	Which	on	thy	soft	cheek	for	com	ple	xion	dwells	
1376	stress	Which on thy soft cheek for complexion dwells	1	1	1	3	4	1	1	4	1	3	
1376	juncture	Which on thy soft cheek for complexion dwells	2	2	2	3	3	2	1	1	4	4	
1376	comment	Which on thy soft cheek for complexion dwells											
1377	syllables	In my love's veins thou hast too grossly dy'd.	In	my	love's	veins	thou	hast	too	gross	ly	dy'd.	
1377	stress	In my love's veins thou hast too grossly dy'd.	1	1	3	4	1	1	1	3	1	4	
1377	juncture	In my love's veins thou hast too grossly dy'd.	2	2	4	4	2	2	2	1	4	5	
1377	comment	In my love's veins thou hast too grossly dy'd.											
1378	syllables	The lily I condemned for thy hand,	The	li	ly	I	con	dem	ned	for	thy	hand,	
1378	stress	The lily I condemned for thy hand,	1	3	1	1	1	3	1	1	1	4	
1378	juncture	The lily I condemned for thy hand,	2	1	4	2	1	1	4	2	2	5	
1378	comment	The lily I condemned for thy hand,											
1379	syllables	And buds of marjoram had stol'n thy hair;	And	buds	of	mar	jo	ram	had	stol'n	thy	hair;	
1379	stress	And buds of marjoram had stol'n thy hair;	1	3	1	4	1	1	1	3	1	4	
1379	juncture	And buds of marjoram had stol'n thy hair;	2	3	2	1	1	4	2	3	2	5	
1379	comment	And buds of marjoram had stol'n thy hair;											
1380	syllables	The roses fearfully on thorns did stand,	The	ros	es	fear	ful	ly	on	thorns	did	stand,	
1380	stress	The roses fearfully on thorns did stand,	1	3	1	3	1	1	1	4	1	3	
1380	juncture	The roses fearfully on thorns did stand,	2	1	4	1	1	3	2	4	2	5	
1380	comment	The roses fearfully on thorns did stand,											
1381	syllables	One blushing shame, another white despair;	One	blus	hing	shame,	a	no	ther	white	des	pair;	
1381	stress	One blushing shame, another white despair;	1	3	1	4	1	3	1	3	1	4	
1381	juncture	One blushing shame, another white despair;	2	1	3	5	1	1	4	3	1	5	
1381	comment	One blushing shame, another white despair;											
1382	syllables	A third, nor red nor white, had stol'n of both,	A	third,	nor	red	nor	white,	had	stol'n	of	both,	
1382	stress	A third, nor red nor white, had stol'n of both,	1	4	1	3	1	4	1	3	1	4	
1382	juncture	A third, nor red nor white, had stol'n of both,	2	5	2	4	2	5	2	3	2	5	
1382	comment	A third, nor red nor white, had stol'n of both,											
1383	syllables	And to his robbery had annex'd thy breath;	And	to	his	rob	be ry	had	an	nex'd	thy	breath;	
1383	stress	And to his robbery had annex'd thy breath;	1	1	1	3	1	1	1	3	1	4	
1383	juncture	And to his robbery had annex'd thy breath;	2	2	2	1	4	2	1	3	2	5	
1383	comment	And to his robbery had annex'd thy breath;											
1384	syllables	But, for his theft, in pride of all his growth	But,	for	his	theft,	in	pride	of	all	his	growth	
1384	stress	But, for his theft, in pride of all his growth	1	1	1	4	1	3	1	2	1	4	
1384	juncture	But, for his theft, in pride of all his growth	2	2	2	5	2	3	2	2	2	4	
1384	comment	But, for his theft, in pride of all his growth											
1385	syllables	A vengeful canker eat him up to death.	A	venge	ful	can	ker	eat	him	up	to	death.	
1385	stress	A vengeful canker eat him up to death.	1	3	1	4	1	3	1	2	1	4	
1385	juncture	A vengeful canker eat him up to death.	2	1	3	1	4	2	3	3	2	5	
1385	comment	A vengeful canker eat him up to death.											
1386	syllables	More flowers I noted, yet I none could see,	More	flo wers	I	no	ted,	yet	I	none	could	see,	
1386	stress	More flowers I noted, yet I none could see,	1	3	1	4	1	1	1	3	1	4	
1386	juncture	More flowers I noted, yet I none could see,	2	4	2	1	5	2	2	4	2	5	
1386	comment	More flowers I noted, yet I none could see,											
1387	syllables	But sweet, or colour it had stol'n from thee.	But	sweet,	or	co	lour	it	had	stol'n	from	thee.	
1387	stress	But sweet, or colour it had stol'n from thee.	1	4	1	3	1	1	1	3	1	4	
1387	juncture	But sweet, or colour it had stol'n from thee.	2	5	2	1	4	2	2	3	2	5	
1387	comment	But sweet, or colour it had stol'n from thee.											
1388	syllables	Where art thou Muse that thou forget'st so long,	Where	art	thou	Muse	that	thou	for	get'st	so	long,	
1388	stress	Where art thou Muse that thou forget'st so long,	2	1	1	3	1	1	1	3	1	3	
1388	juncture	Where art thou Muse that thou forget'st so long,	2	2	5	5	2	2	1	3	2	4	
1388	comment	Where art thou Muse that thou forget'st so long,	poem initial										
1389	syllables	To speak of that which gives thee all thy might?	To	speak	of	that	which	gives	thee	all	thy	might?	
1389	stress	To speak of that which gives thee all thy might?	1	3	1	2	1	3	1	2	1	4	
1389	juncture	To speak of that which gives thee all thy might?	2	3	2	2	2	2	3	2	2	5	
1389	comment	To speak of that which gives thee all thy might?											
1390	syllables	Spend'st thou thy fury on some worthless song,	Spend'st	thou	thy	fu	ry	on	some	worth	less	song,	
1390	stress	Spend'st thou thy fury on some worthless song,	3	1	1	4	1	1	1	3	1	4	
1390	juncture	Spend'st thou thy fury on some worthless song,	2	3	2	1	4	2	2	1	3	5	
1390	comment	Spend'st thou thy fury on some worthless song,											
1391	syllables	Darkening thy power to lend base subjects light?	Dar	kening	thy	po wer	to	lend	base	sub	jects	light?	
1391	stress	Darkening thy power to lend base subjects light?	3	1	1	4	1	3	2	4	1	4	
1391	juncture	Darkening thy power to lend base subjects light?	1	3	2	4	2	3	3	1	4	5	
1391	comment	Darkening thy power to lend base subjects light?											
1392	syllables	Return forgetful Muse, and straight redeem,	Re	turn	for	get	ful	Muse,	and	straight	re	deem,	
1392	stress	Return forgetful Muse, and straight redeem,	1	3	1	3	1	4	1	3	1	4	
1392	juncture	Return forgetful Muse, and straight redeem,	1	5	1	1	3	5	2	3	1	5	
1392	comment	Return forgetful Muse, and straight redeem,											
1393	syllables	In gentle numbers time so idly spent;	In	gent	le	num	bers	time	so	id	ly	spent;	
1393	stress	In gentle numbers time so idly spent;	1	3	1	4	1	3	1	3	1	4	
1393	juncture	In gentle numbers time so idly spent;	2	1	3	1	4	4	2	1	3	5	
1393	comment	In gentle numbers time so idly spent;											
1394	syllables	Sing to the ear that doth thy lays esteem	Sing	to	the	ear	that	doth	thy	lays	es	teem	
1394	stress	Sing to the ear that doth thy lays esteem	3	1	1	3	1	1	1	3	1	4	
1394	juncture	Sing to the ear that doth thy lays esteem	3	2	2	3	2	2	2	4	1	4	
1394	comment	Sing to the ear that doth thy lays esteem											
1395	syllables	And gives thy pen both skill and argument.	And	gives	thy	pen	both	skill	and	ar	gu	ment.	
1395	stress	And gives thy pen both skill and argument.	1	3	1	4	1	3	1	4	1	1	
1395	juncture	And gives thy pen both skill and argument.	2	3	2	4	2	4	2	1	1	5	
1395	comment	And gives thy pen both skill and argument.											
1396	syllables	Rise, resty Muse, my love's sweet face survey,	Rise,	res	ty	Muse,	my	love's	sweet	face	sur	vey,	
1396	stress	Rise, resty Muse, my love's sweet face survey,	4	3	1	4	1	3	2	4	1	4	
1396	juncture	Rise, resty Muse, my love's sweet face survey,	5	1	3	5	2	4	3	4	1	5	
1396	comment	Rise, resty Muse, my love's sweet face survey,											
1397	syllables	If Time have any wrinkle graven there;	If	Time	have	a	ny	wrink	le	gra	ven	there;	
1397	stress	If Time have any wrinkle graven there;	1	3	1	2	1	4	1	3	1	1	
